cell_name	gene_name	tissue_type	gene_id
Natural killer T (NKT) cell	PAAF1	Fetal kidney	ENSG00000175575
Natural killer T (NKT) cell	CHFR	Fetal kidney	ENSG00000072609
Natural killer T (NKT) cell	CD3D	Kidney	ENSG00000167286
Natural killer T (NKT) cell	NKG7	Fetal kidney	ENSG00000105374
Natural killer T (NKT) cell	ADAM10	Fetal kidney	ENSG00000137845
B cell	ORAI2	Kidney	ENSG00000160991
Natural killer T (NKT) cell	PPP1R35	Fetal kidney	ENSG00000160813
Natural killer T (NKT) cell	XRCC5	Fetal kidney	ENSG00000079246
Natural killer T (NKT) cell	RUFY1	Fetal kidney	ENSG00000284260
Natural killer T (NKT) cell	RUFY1	Fetal kidney	ENSG00000176783
Natural killer T (NKT) cell	HIP1R	Fetal kidney	ENSG00000130787
Natural killer T (NKT) cell	LAMTOR2	Fetal kidney	ENSG00000116586
Natural killer T (NKT) cell	YWHAB	Fetal kidney	ENSG00000166913
Natural killer T (NKT) cell	SPECC1L	Fetal kidney	ENSG00000100014
Natural killer T (NKT) cell	TBCA	Fetal kidney	ENSG00000171530
Natural killer T (NKT) cell	TMEM41A	Fetal kidney	ENSG00000163900
Natural killer T (NKT) cell	BAP1	Fetal kidney	ENSG00000163930
Natural killer T (NKT) cell	BRAP	Fetal kidney	ENSG00000089234
Natural killer T (NKT) cell	EZH2	Fetal kidney	ENSG00000106462
Mast cell	ADCYAP1	Kidney	ENSG00000141433
B cell	TRIP11	Kidney	ENSG00000100815
Ureteric bud cell	NMU	Fetal kidney	ENSG00000109255
Natural killer T (NKT) cell	CEP250	Fetal kidney	ENSG00000126001
Natural killer T (NKT) cell	POLR3D	Fetal kidney	ENSG00000168495
Natural killer T (NKT) cell	NGLY1	Fetal kidney	ENSG00000151092
Natural killer T (NKT) cell	PPWD1	Fetal kidney	ENSG00000113593
Natural killer T (NKT) cell	ERBIN	Fetal kidney	ENSG00000112851
Monocyte	GRINA	Fetal kidney	ENSG00000178719
Natural killer T (NKT) cell	EXOC2	Fetal kidney	ENSG00000112685
Natural killer T (NKT) cell	PTPRB	Fetal kidney	ENSG00000127329
Natural killer T (NKT) cell	TRABD	Fetal kidney	ENSG00000170638
Natural killer T (NKT) cell	MED28	Fetal kidney	ENSG00000118579
Natural killer T (NKT) cell	SAMSN1	Fetal kidney	ENSG00000155307
Natural killer T (NKT) cell	PDGFD	Fetal kidney	ENSG00000170962
Natural killer T (NKT) cell	TDP1	Fetal kidney	ENSG00000042088
Natural killer T (NKT) cell	CPSF4	Fetal kidney	ENSG00000160917
Natural killer T (NKT) cell	CNOT2	Fetal kidney	ENSG00000111596
Monocyte	CRISPLD2	Fetal kidney	ENSG00000103196
Natural killer T (NKT) cell	SF3B4	Fetal kidney	ENSG00000143368
Natural killer T (NKT) cell	ADH5	Fetal kidney	ENSG00000197894
Natural killer T (NKT) cell	COTL1	Fetal kidney	ENSG00000103187
Natural killer T (NKT) cell	DAZAP1	Fetal kidney	ENSG00000071626
Natural killer T (NKT) cell	SLC25A11	Fetal kidney	ENSG00000108528
Natural killer T (NKT) cell	DTYMK	Fetal kidney	ENSG00000168393
Neutrophil	ADM	Kidney	ENSG00000148926
Natural killer T (NKT) cell	ZBTB25	Fetal kidney	ENSG00000089775
Natural killer T (NKT) cell	NUP153	Fetal kidney	ENSG00000124789
Natural killer T (NKT) cell	PTPRK	Fetal kidney	ENSG00000273993
Natural killer T (NKT) cell	PTPRK	Fetal kidney	ENSG00000152894
Natural killer T (NKT) cell	MCTS1	Fetal kidney	ENSG00000288295
Natural killer T (NKT) cell	MCTS1	Fetal kidney	ENSG00000232119
Natural killer T (NKT) cell	CRELD1	Fetal kidney	ENSG00000163703
Natural killer T (NKT) cell	QRICH1	Fetal kidney	ENSG00000198218
Mast cell	AREG	Kidney	ENSG00000109321
Natural killer T (NKT) cell	B3GALT2	Fetal kidney	ENSG00000162630
Natural killer T (NKT) cell	LONP2	Fetal kidney	ENSG00000102910
Natural killer T (NKT) cell	TCF7	Fetal kidney	ENSG00000081059
Natural killer T (NKT) cell	FABP5	Fetal kidney	ENSG00000164687
Monocyte	ARF5	Fetal kidney	ENSG00000004059
Monocyte	PNP	Fetal kidney	ENSG00000198805
Natural killer T (NKT) cell	CUEDC2	Fetal kidney	ENSG00000107874
Natural killer T (NKT) cell	REC8	Fetal kidney	ENSG00000285007
Natural killer T (NKT) cell	REC8	Fetal kidney	ENSG00000100918
Natural killer T (NKT) cell	IPO5	Fetal kidney	ENSG00000065150
Natural killer T (NKT) cell	FXYD5	Fetal kidney	ENSG00000089327
Natural killer T (NKT) cell	DMTF1	Fetal kidney	ENSG00000135164
Natural killer T (NKT) cell	DCAF11	Fetal kidney	ENSG00000284796
Natural killer T (NKT) cell	DCAF11	Fetal kidney	ENSG00000100897
Monocyte	GPR84	Fetal kidney	ENSG00000139572
Monocyte	ATP5MF	Fetal kidney	ENSG00000241468
Natural killer T (NKT) cell	ZNF142	Fetal kidney	ENSG00000115568
Natural killer T (NKT) cell	WDR61	Fetal kidney	
Mast cell	ADRB2	Kidney	ENSG00000169252
Natural killer T (NKT) cell	RICTOR	Fetal kidney	ENSG00000164327
Monocyte	SCO2	Fetal kidney	ENSG00000284194
B cell	CDHR5	Kidney	ENSG00000273572
B cell	CDHR5	Kidney	ENSG00000099834
Natural killer T (NKT) cell	GET3	Fetal kidney	ENSG00000198356
Monocyte	SMPDL3A	Fetal kidney	ENSG00000172594
Natural killer T (NKT) cell	UBXN6	Fetal kidney	ENSG00000167671
Natural killer T (NKT) cell	ATP5F1B	Fetal kidney	ENSG00000110955
Natural killer T (NKT) cell	P3H1	Fetal kidney	ENSG00000117385
Natural killer T (NKT) cell	AKNA	Fetal kidney	ENSG00000106948
Natural killer T (NKT) cell	CSNK1G1	Fetal kidney	ENSG00000169118
Natural killer T (NKT) cell	ADHFE1	Fetal kidney	ENSG00000147576
Natural killer T (NKT) cell	ZNF184	Fetal kidney	ENSG00000096654
Natural killer T (NKT) cell	ATP5PB	Fetal kidney	ENSG00000116459
Natural killer T (NKT) cell	DVL2	Fetal kidney	ENSG00000004975
B cell	ACAD10	Kidney	ENSG00000111271
Natural killer T (NKT) cell	ABCA5	Fetal kidney	ENSG00000154265
Monocyte	EHD1	Fetal kidney	ENSG00000110047
B cell	NT5E	Kidney	ENSG00000135318
Natural killer T (NKT) cell	ATP5MC3	Fetal kidney	ENSG00000154518
Monocyte	CD68	Fetal kidney	ENSG00000129226
Natural killer T (NKT) cell	TANK	Fetal kidney	ENSG00000136560
Natural killer T (NKT) cell	NUCB1	Fetal kidney	ENSG00000104805
Natural killer T (NKT) cell	C11orf58	Fetal kidney	ENSG00000110696
Natural killer T (NKT) cell	ATP5PO	Fetal kidney	ENSG00000241837
Natural killer T (NKT) cell	PHF3	Fetal kidney	ENSG00000118482
Natural killer T (NKT) cell	NUMA1	Fetal kidney	ENSG00000137497
Natural killer T (NKT) cell	NUP88	Fetal kidney	ENSG00000108559
Natural killer T (NKT) cell	PRR7	Fetal kidney	ENSG00000131188
Natural killer T (NKT) cell	NUP98	Fetal kidney	ENSG00000110713
Natural killer T (NKT) cell	CHRAC1	Fetal kidney	ENSG00000104472
Natural killer T (NKT) cell	USP14	Fetal kidney	ENSG00000101557
Natural killer T (NKT) cell	AGT	Fetal kidney	ENSG00000135744
Natural killer T (NKT) cell	GTF3C1	Fetal kidney	ENSG00000077235
Natural killer T (NKT) cell	MPHOSPH6	Fetal kidney	ENSG00000135698
B cell	QPRT	Kidney	ENSG00000103485
Natural killer T (NKT) cell	CD7	Fetal kidney	ENSG00000173762
Natural killer T (NKT) cell	ZNF224	Fetal kidney	ENSG00000267680
Natural killer T (NKT) cell	ZNF217	Fetal kidney	ENSG00000171940
Monocyte	TYMP	Fetal kidney	ENSG00000025708
Natural killer T (NKT) cell	RAB27A	Fetal kidney	ENSG00000069974
Monocyte	MS4A6A	Fetal kidney	ENSG00000110077
Monocyte	LIMD2	Fetal kidney	ENSG00000136490
B cell	USP8	Kidney	ENSG00000138592
Monocyte	DDX60L	Fetal kidney	ENSG00000181381
Natural killer T (NKT) cell	ECHS1	Fetal kidney	ENSG00000127884
Natural killer T (NKT) cell	RAB5C	Fetal kidney	ENSG00000108774
Natural killer T (NKT) cell	PSENEN	Fetal kidney	ENSG00000205155
Natural killer T (NKT) cell	COL18A1	Fetal kidney	ENSG00000182871
B cell	TNFRSF13B	Kidney	ENSG00000240505
B cell	TNFRSF13B	Kidney	ENSG00000240505
Natural killer T (NKT) cell	OAT	Fetal kidney	ENSG00000065154
Natural killer T (NKT) cell	LUZP1	Fetal kidney	ENSG00000169641
Natural killer T (NKT) cell	PRDM2	Fetal kidney	ENSG00000116731
Natural killer T (NKT) cell	TMED2	Fetal kidney	ENSG00000086598
B cell	PRDM2	Kidney	ENSG00000116731
Monocyte	NFKBIZ	Fetal kidney	ENSG00000144802
Natural killer T (NKT) cell	DPM3	Fetal kidney	ENSG00000179085
Natural killer T (NKT) cell	SAP30BP	Fetal kidney	ENSG00000161526
Natural killer T (NKT) cell	PTP4A1	Fetal kidney	ENSG00000112245
Monocyte	LIPN	Fetal kidney	ENSG00000204020
Natural killer T (NKT) cell	ANKRD44	Fetal kidney	ENSG00000065413
Natural killer T (NKT) cell	ZFP91	Fetal kidney	ENSG00000186660
Natural killer T (NKT) cell	TERF2IP	Fetal kidney	ENSG00000166848
Natural killer T (NKT) cell	STIP1	Fetal kidney	ENSG00000168439
B cell	ANKRD44	Kidney	ENSG00000065413
Natural killer T (NKT) cell	RNPEPL1	Fetal kidney	ENSG00000142327
Natural killer cell	FCGR3A	Kidney	ENSG00000203747
Natural killer T (NKT) cell		Fetal kidney	
Natural killer T (NKT) cell	LAPTM5	Fetal kidney	ENSG00000162511
Natural killer T (NKT) cell	EEF1D	Fetal kidney	ENSG00000273594
Natural killer T (NKT) cell	EEF1D	Fetal kidney	ENSG00000104529
CD8+ T cell	GZMK	Kidney	ENSG00000113088
Natural killer T (NKT) cell	WIPF3	Fetal kidney	ENSG00000122574
Natural killer T (NKT) cell	CSDE1	Fetal kidney	ENSG00000009307
B cell	EEF1G	Kidney	ENSG00000254772
Natural killer T (NKT) cell	EEF1G	Fetal kidney	ENSG00000254772
Natural killer T (NKT) cell	RALGDS	Fetal kidney	ENSG00000160271
B cell	CKAP4	Kidney	ENSG00000136026
Monocyte	CKAP4	Fetal kidney	ENSG00000136026
Natural killer T (NKT) cell	PAN3	Fetal kidney	ENSG00000152520
Natural killer T (NKT) cell	YWHAQ	Fetal kidney	ENSG00000134308
Natural killer T (NKT) cell	TMED10	Fetal kidney	ENSG00000170348
B cell	ORC4	Kidney	ENSG00000115947
Natural killer T (NKT) cell	SLC16A8	Fetal kidney	ENSG00000100156
B cell	STEAP1B	Kidney	ENSG00000105889
Natural killer T (NKT) cell	UAP1	Fetal kidney	ENSG00000117143
Natural killer T (NKT) cell	RPS11	Fetal kidney	ENSG00000142534
Natural killer T (NKT) cell	CD151	Fetal kidney	ENSG00000177697
Natural killer T (NKT) cell	COPS6	Fetal kidney	ENSG00000168090
Monocyte	OSM	Fetal kidney	ENSG00000099985
Natural killer T (NKT) cell	RPS12	Fetal kidney	ENSG00000112306
Natural killer T (NKT) cell	TNIP2	Fetal kidney	ENSG00000168884
Monocyte	ANKRD13D	Fetal kidney	ENSG00000172932
Natural killer T (NKT) cell	ENC1	Fetal kidney	ENSG00000171617
Natural killer T (NKT) cell	ITFG1	Fetal kidney	ENSG00000129636
Natural killer T (NKT) cell		Fetal kidney	
Natural killer T (NKT) cell	DNPEP	Fetal kidney	ENSG00000123992
Monocyte	ATG3	Fetal kidney	ENSG00000144848
Natural killer T (NKT) cell	CDK11B	Fetal kidney	ENSG00000248333
Natural killer T (NKT) cell	LRBA	Fetal kidney	ENSG00000198589
Natural killer T (NKT) cell	NEMF	Fetal kidney	ENSG00000165525
Natural killer T (NKT) cell	TMX1	Fetal kidney	ENSG00000139921
Natural killer T (NKT) cell	IMMT	Fetal kidney	ENSG00000132305
Natural killer T (NKT) cell	METAP2	Fetal kidney	ENSG00000111142
Natural killer T (NKT) cell	MIB2	Fetal kidney	ENSG00000197530
Natural killer T (NKT) cell	SREK1	Fetal kidney	ENSG00000153914
Natural killer T (NKT) cell	ZNF644	Fetal kidney	ENSG00000122482
Natural killer T (NKT) cell	DLGAP1-AS1	Fetal kidney	ENSG00000177337
B cell	EHHADH	Kidney	ENSG00000113790
Natural killer T (NKT) cell	KANK3	Fetal kidney	ENSG00000186994
B cell	CHMP7	Kidney	ENSG00000147457
Natural killer T (NKT) cell	ACTR3	Fetal kidney	ENSG00000115091
Natural killer T (NKT) cell	ALG5	Fetal kidney	ENSG00000120697
B cell	P2RX5	Kidney	ENSG00000083454
Monocyte	ALDH3B1	Fetal kidney	ENSG00000006534
Natural killer T (NKT) cell	EIF2S3	Fetal kidney	ENSG00000130741
B cell	BANK1	Kidney	ENSG00000153064
Natural killer T (NKT) cell	EFHD2	Fetal kidney	ENSG00000142634
Natural killer T (NKT) cell	LDHB	Fetal kidney	ENSG00000111716
Neutrophil	PADI4	Kidney	ENSG00000280908
Neutrophil	PADI4	Kidney	ENSG00000159339
Natural killer T (NKT) cell	VPS16	Fetal kidney	ENSG00000215305
B cell	TIMD4	Kidney	ENSG00000145850
B cell	TXNDC5	Kidney	ENSG00000239264
Natural killer T (NKT) cell	ARHGAP45	Fetal kidney	ENSG00000180448
Monocyte	ALDOA	Fetal kidney	ENSG00000149925
Natural killer T (NKT) cell	PDRG1	Fetal kidney	ENSG00000088356
Natural killer T (NKT) cell	ANAPC1	Fetal kidney	ENSG00000153107
Monocyte	GLIPR1	Fetal kidney	ENSG00000139278
Natural killer T (NKT) cell	CXCR4	Fetal kidney	ENSG00000121966
B cell	CXCR4	Kidney	ENSG00000121966
B cell	DHX29	Kidney	ENSG00000067248
Natural killer T (NKT) cell	PHLDA1	Fetal kidney	ENSG00000139289
Natural killer T (NKT) cell	RBBP7	Fetal kidney	ENSG00000102054
B cell	ZCCHC7	Kidney	ENSG00000147905
B cell	SHPRH	Kidney	ENSG00000146414
B cell	IFRD2	Kidney	ENSG00000214706
Natural killer T (NKT) cell	HEXA	Fetal kidney	ENSG00000213614
Natural killer T (NKT) cell	DDX21	Fetal kidney	ENSG00000165732
Natural killer T (NKT) cell	PYCR2	Fetal kidney	ENSG00000143811
Monocyte	HEBP2	Fetal kidney	ENSG00000051620
Natural killer T (NKT) cell	SERPINB1	Fetal kidney	ENSG00000021355
Natural killer T (NKT) cell	LIAS	Fetal kidney	ENSG00000121897
Monocyte	CDKN1A	Fetal kidney	ENSG00000124762
Natural killer T (NKT) cell	PAFAH2	Fetal kidney	ENSG00000158006
B cell	ZNF581	Kidney	ENSG00000171425
Monocyte	GLT1D1	Fetal kidney	ENSG00000151948
Natural killer T (NKT) cell	ARL4C	Fetal kidney	ENSG00000188042
Natural killer T (NKT) cell	NCR3	Fetal kidney	ENSG00000206430
Natural killer T (NKT) cell	NCR3	Fetal kidney	ENSG00000236315
Natural killer T (NKT) cell	NCR3	Fetal kidney	ENSG00000237808
Natural killer T (NKT) cell	NCR3	Fetal kidney	ENSG00000236979
Natural killer T (NKT) cell	NCR3	Fetal kidney	ENSG00000223833
Natural killer T (NKT) cell	NCR3	Fetal kidney	ENSG00000225211
Natural killer T (NKT) cell	NCR3	Fetal kidney	ENSG00000237103
Natural killer T (NKT) cell	NCR3	Fetal kidney	ENSG00000204475
Natural killer T (NKT) cell	REEP5	Fetal kidney	ENSG00000129625
Natural killer T (NKT) cell	SSB	Fetal kidney	ENSG00000138385
Monocyte	MFSD1	Fetal kidney	ENSG00000118855
B cell	GMPPB	Kidney	ENSG00000173540
Natural killer T (NKT) cell	LIF	Fetal kidney	ENSG00000128342
Natural killer T (NKT) cell	PTRHD1	Fetal kidney	ENSG00000184924
Natural killer T (NKT) cell	SSR2	Fetal kidney	ENSG00000163479
Natural killer T (NKT) cell	PLCD1	Fetal kidney	ENSG00000187091
Monocyte	CAPNS1	Fetal kidney	ENSG00000126247
Natural killer T (NKT) cell	ZNF263	Fetal kidney	ENSG00000006194
Natural killer T (NKT) cell	ZNF574	Fetal kidney	ENSG00000105732
Natural killer T (NKT) cell	DDIT4	Fetal kidney	ENSG00000168209
Natural killer T (NKT) cell	RC3H2	Fetal kidney	ENSG00000056586
Natural killer T (NKT) cell	SYNE2	Fetal kidney	ENSG00000054654
Natural killer T (NKT) cell	EMD	Fetal kidney	ENSG00000102119
Natural killer T (NKT) cell	MEAF6	Fetal kidney	ENSG00000163875
Natural killer T (NKT) cell	TOMM7	Fetal kidney	ENSG00000196683
Natural killer T (NKT) cell	SH3BP1	Fetal kidney	ENSG00000100092
B cell	NOP53	Kidney	ENSG00000105373
B cell	NOP53	Kidney	ENSG00000105373
Natural killer T (NKT) cell	FAM89B	Fetal kidney	ENSG00000176973
Natural killer T (NKT) cell	PIM2	Fetal kidney	ENSG00000102096
Natural killer T (NKT) cell	TLE1	Fetal kidney	ENSG00000196781
Natural killer T (NKT) cell	IDI1	Fetal kidney	ENSG00000067064
Natural killer T (NKT) cell	DPP7	Fetal kidney	ENSG00000176978
Natural killer T (NKT) cell	DMGDH	Fetal kidney	ENSG00000132837
Monocyte	HK3	Fetal kidney	ENSG00000160883
Natural killer T (NKT) cell	TTBK2	Fetal kidney	ENSG00000128881
Neutrophil	NAMPT	Kidney	ENSG00000105835
Natural killer T (NKT) cell	SNHG32	Fetal kidney	ENSG00000229300
Natural killer T (NKT) cell	SNHG32	Fetal kidney	ENSG00000234728
Natural killer T (NKT) cell	SNHG32	Fetal kidney	ENSG00000206380
Natural killer T (NKT) cell	SNHG32	Fetal kidney	ENSG00000226710
Natural killer T (NKT) cell	SNHG32	Fetal kidney	ENSG00000204387
Natural killer T (NKT) cell	RELA	Fetal kidney	ENSG00000173039
Natural killer T (NKT) cell	FCMR	Fetal kidney	ENSG00000162894
Monocyte	VMP1	Fetal kidney	ENSG00000062716
B cell	TIFA	Kidney	ENSG00000145365
Natural killer T (NKT) cell	STAT6	Fetal kidney	ENSG00000166888
Natural killer T (NKT) cell	ISCA1	Fetal kidney	ENSG00000135070
Natural killer T (NKT) cell	HLA-B	Fetal kidney	ENSG00000206450
Natural killer T (NKT) cell	HLA-B	Fetal kidney	ENSG00000228964
Natural killer T (NKT) cell	HLA-B	Fetal kidney	ENSG00000224608
Natural killer T (NKT) cell	HLA-B	Fetal kidney	ENSG00000232126
Natural killer T (NKT) cell	HLA-B	Fetal kidney	ENSG00000223532
Natural killer T (NKT) cell	HLA-B	Fetal kidney	ENSG00000234745
Monocyte	HLA-B	Fetal kidney	ENSG00000206450
Monocyte	HLA-B	Fetal kidney	ENSG00000228964
Monocyte	HLA-B	Fetal kidney	ENSG00000224608
Monocyte	HLA-B	Fetal kidney	ENSG00000232126
Monocyte	HLA-B	Fetal kidney	ENSG00000223532
Monocyte	HLA-B	Fetal kidney	ENSG00000234745
Natural killer T (NKT) cell	REV3L	Fetal kidney	ENSG00000009413
Natural killer T (NKT) cell	AKAP9	Fetal kidney	ENSG00000127914
Natural killer T (NKT) cell	DOCK8	Fetal kidney	ENSG00000107099
Natural killer T (NKT) cell	UMAD1	Fetal kidney	ENSG00000219545
Natural killer T (NKT) cell	PPP1R15A	Fetal kidney	ENSG00000087074
Natural killer T (NKT) cell	STIM1	Fetal kidney	ENSG00000167323
Natural killer T (NKT) cell	GPBP1L1	Fetal kidney	ENSG00000159592
Natural killer T (NKT) cell	CASP7	Fetal kidney	ENSG00000165806
Monocyte	ANPEP	Fetal kidney	ENSG00000166825
Natural killer T (NKT) cell	CYB561D2	Fetal kidney	ENSG00000114395
Natural killer T (NKT) cell	TOPBP1	Fetal kidney	ENSG00000163781
B cell	RNF170	Kidney	ENSG00000120925
Monocyte	CEBPB	Fetal kidney	ENSG00000172216
Monocyte	MIR3945HG	Fetal kidney	ENSG00000251230
Natural killer T (NKT) cell	SLC25A5	Fetal kidney	ENSG00000005022
Monocyte	PILRA	Fetal kidney	ENSG00000085514
Natural killer T (NKT) cell	RER1	Fetal kidney	ENSG00000157916
Natural killer T (NKT) cell	IL32	Fetal kidney	ENSG00000008517
Natural killer T (NKT) cell	CEBPZ	Fetal kidney	ENSG00000115816
Natural killer T (NKT) cell	SLFN13	Fetal kidney	ENSG00000154760
B cell	DMTN	Kidney	ENSG00000158856
Natural killer T (NKT) cell	CCPG1	Fetal kidney	ENSG00000260916
Natural killer T (NKT) cell	RASSF7	Fetal kidney	ENSG00000273859
Natural killer T (NKT) cell	RASSF7	Fetal kidney	ENSG00000099849
Nephron epithelial cell	SLC13A3	Kidney	ENSG00000158296
B cell	PCDH9	Kidney	ENSG00000184226
Natural killer T (NKT) cell	PDHX	Fetal kidney	ENSG00000110435
Monocyte	ANXA2	Fetal kidney	ENSG00000182718
Natural killer T (NKT) cell	SHARPIN	Fetal kidney	ENSG00000179526
Natural killer T (NKT) cell	ARPC5L	Fetal kidney	ENSG00000136950
Neutrophil	RGS2	Kidney	ENSG00000116741
B cell	PKHD1L1	Kidney	ENSG00000205038
Natural killer T (NKT) cell	B3GNT7	Fetal kidney	ENSG00000156966
Natural killer T (NKT) cell	MLF2	Fetal kidney	ENSG00000089693
Plasma cell	PKHD1L1	Kidney	ENSG00000205038
B cell	SSPN	Kidney	ENSG00000123096
B cell	HYI	Kidney	ENSG00000178922
Natural killer T (NKT) cell	RINT1	Fetal kidney	ENSG00000135249
Natural killer T (NKT) cell	RIC8A	Fetal kidney	ENSG00000177963
Natural killer T (NKT) cell	ST6GALNAC6	Fetal kidney	ENSG00000257524
Natural killer T (NKT) cell	ST6GALNAC6	Fetal kidney	ENSG00000160408
Natural killer T (NKT) cell	QTRT1	Fetal kidney	ENSG00000213339
Mast cell	DHRS9	Kidney	ENSG00000073737
B cell	QTRT1	Kidney	ENSG00000213339
Natural killer T (NKT) cell	ABHD17A	Fetal kidney	ENSG00000129968
Natural killer T (NKT) cell	EPS15	Fetal kidney	ENSG00000085832
Natural killer cell	CD160	Kidney	ENSG00000117281
Natural killer T (NKT) cell	SURF4	Fetal kidney	ENSG00000280951
Natural killer T (NKT) cell	SURF4	Fetal kidney	ENSG00000148248
Natural killer T (NKT) cell	RASAL3	Fetal kidney	ENSG00000105122
Natural killer T (NKT) cell	GPR68	Fetal kidney	ENSG00000119714
B cell	FCRL5	Kidney	ENSG00000143297
B cell	LTB	Kidney	ENSG00000223448
B cell	LTB	Kidney	ENSG00000204487
B cell	LTB	Kidney	ENSG00000231314
B cell	LTB	Kidney	ENSG00000236925
B cell	LTB	Kidney	ENSG00000238114
B cell	LTB	Kidney	ENSG00000236237
B cell	LTB	Kidney	ENSG00000206437
B cell	LTB	Kidney	ENSG00000227507
Natural killer T (NKT) cell	SHLD2	Fetal kidney	ENSG00000122376
Natural killer T (NKT) cell	TMED9	Fetal kidney	ENSG00000184840
Monocyte	EREG	Fetal kidney	ENSG00000124882
Monocyte	ANXA11	Fetal kidney	ENSG00000122359
Natural killer T (NKT) cell	ADPGK	Fetal kidney	ENSG00000159322
Natural killer T (NKT) cell	SMARCA4	Fetal kidney	ENSG00000127616
Monocyte	FPR2	Fetal kidney	ENSG00000171049
B cell	GABPB1-AS1	Kidney	ENSG00000244879
Natural killer T (NKT) cell	PNN	Fetal kidney	ENSG00000100941
Natural killer T (NKT) cell	C16orf54	Fetal kidney	ENSG00000185905
Monocyte	STK17B	Fetal kidney	ENSG00000081320
Natural killer T (NKT) cell	SF3B5	Fetal kidney	ENSG00000169976
B cell	HLA-DRB1	Kidney	ENSG00000228080
B cell	HLA-DRB1	Kidney	ENSG00000229074
B cell	HLA-DRB1	Kidney	ENSG00000236884
B cell	HLA-DRB1	Kidney	ENSG00000206306
B cell	HLA-DRB1	Kidney	ENSG00000206240
B cell	HLA-DRB1	Kidney	ENSG00000196126
Natural killer T (NKT) cell	ERN1	Fetal kidney	ENSG00000178607
Natural killer T (NKT) cell	TAF15	Fetal kidney	ENSG00000276833
Natural killer T (NKT) cell	TAF15	Fetal kidney	ENSG00000270647
Natural killer T (NKT) cell	APBB1	Fetal kidney	ENSG00000166313
Natural killer T (NKT) cell	MRPL40	Fetal kidney	ENSG00000185608
Natural killer T (NKT) cell	PUS7L	Fetal kidney	ENSG00000129317
Natural killer T (NKT) cell	EMC6	Fetal kidney	ENSG00000127774
B cell	SYPL1	Kidney	ENSG00000008282
Natural killer T (NKT) cell	GLMN	Fetal kidney	ENSG00000174842
Natural killer T (NKT) cell	TRIM44	Fetal kidney	ENSG00000166326
Natural killer T (NKT) cell	PDE6D	Fetal kidney	ENSG00000156973
Natural killer T (NKT) cell	SF3A2	Fetal kidney	ENSG00000104897
Natural killer T (NKT) cell	AGPAT4	Fetal kidney	ENSG00000026652
Natural killer T (NKT) cell	MRPL11	Fetal kidney	ENSG00000174547
Natural killer T (NKT) cell	TMEM167B	Fetal kidney	ENSG00000215717
Natural killer T (NKT) cell	ETFDH	Fetal kidney	ENSG00000171503
B cell	ARHGAP24	Kidney	ENSG00000138639
Natural killer T (NKT) cell	ETFB	Fetal kidney	ENSG00000105379
Natural killer T (NKT) cell	NBPF12	Fetal kidney	ENSG00000268043
Endothelial cell	PLVAP	Fetal kidney	ENSG00000130300
Endothelial cell	PLVAP	Kidney	ENSG00000130300
Natural killer T (NKT) cell	ETS1	Fetal kidney	ENSG00000134954
B cell	BIRC3	Kidney	ENSG00000023445
Monocyte	ETS2	Fetal kidney	ENSG00000157557
B cell	NEK8	Kidney	ENSG00000160602
Natural killer T (NKT) cell	SRSF11	Fetal kidney	ENSG00000116754
B cell	KCNK5	Kidney	ENSG00000164626
